label,exclusion_set,seed,axis,test_isolation,test_cross_mean,test_seen_lipid_share,test_protein_isolation,test_protein_cross_mean,test_block_proteins,test_train_proteins,protein_descriptors,valid_isolation,valid_cross_mean,valid_seen_lipid_share,valid_protein_isolation,train_rows,valid_rows,test_rows,test_positives,test_positive_rate,test_proteins,train_positives,test_block_structures,test_train_structures,TP,FP,TN,FN,balanced_accuracy,F1,TP_share,FP_share,TN_share,FN_share
geometric_edge_attention_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_ckpt30,groups_START,1,double_coldsplit,0.7909688353538513,0.5037722587585449,0.0,0.8300165745028701,0.4649530154033433,3,28,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim",0.7913306355476379,0.5000160932540894,0.0,0.8300165745028701,879,153,154,65,0.42207792207792205,3,293,680,400,28.0,29.0,60.0,37.0,0.552463,0.459016,0.18181818181818182,0.18831168831168832,0.38961038961038963,0.24025974025974026
geometric_edge_attention_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_ckpt30,groups_START,3,double_coldsplit,0.7917987704277039,0.5014299154281616,0.0,0.8300165745028701,0.4649530154033433,3,28,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim",0.7933385372161865,0.5034323930740356,0.0,0.8300165745028701,879,153,154,65,0.42207792207792205,3,293,646,400,37.0,32.0,57.0,28.0,0.60484,0.552239,0.24025974025974026,0.2077922077922078,0.37012987012987014,0.18181818181818182
geometric_edge_attention_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_ckpt30,groups_LBP_BPI_CETP,3,double_coldsplit,0.7920119166374207,0.4965505301952362,0.0,0.7724919162526374,0.46902059650483396,2,28,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim",0.7932193279266357,0.49628618359565735,0.0,0.7724919162526374,1164,71,70,23,0.32857142857142857,2,388,487,435,13.0,7.0,40.0,10.0,0.708141,0.604651,0.18571428571428572,0.1,0.5714285714285714,0.14285714285714285
geometric_edge_attention_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_ckpt30,groups_LBP_BPI_CETP,1,double_coldsplit,0.79254150390625,0.4973534047603607,0.0,0.7724919162526374,0.46902059650483396,2,28,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim",0.7954893708229065,0.49604105949401855,0.0,0.7724919162526374,1164,71,70,23,0.32857142857142857,2,388,469,435,19.0,18.0,29.0,4.0,0.721554,0.633333,0.2714285714285714,0.2571428571428571,0.4142857142857143,0.05714285714285714
geometric_edge_attention_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_ckpt30,groups_lipocalin,1,double_coldsplit,0.7926064729690552,0.5029802918434143,0.0,0.6839138828866271,0.3856536513286622,8,21,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim",0.785979151725769,0.5006834864616394,0.0,0.7587671444644936,981,108,108,36,0.3333333333333333,8,327,471,466,15.0,16.0,56.0,21.0,0.597222,0.447761,0.1388888888888889,0.14814814814814814,0.5185185185185185,0.19444444444444445
geometric_edge_attention_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_ckpt30,groups_IP_trans,3,double_coldsplit,0.7926449775695801,0.5008037686347961,0.0,0.6835439049723199,0.3863574674033114,3,29,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim",0.7926505208015442,0.49703723192214966,0.0,0.6835439049723199,1089,71,70,23,0.32857142857142857,3,363,466,435,9.0,7.0,40.0,14.0,0.621184,0.461538,0.12857142857142856,0.1,0.5714285714285714,0.2
geometric_edge_attention_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_ckpt30,groups_IP_trans,1,double_coldsplit,0.7927776575088501,0.49966710805892944,0.0,0.6835439049723199,0.3863574674033114,3,29,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim",0.7895536422729492,0.495665043592453,0.0,0.6835439049723199,1089,71,70,23,0.32857142857142857,3,363,518,435,9.0,12.0,35.0,14.0,0.567993,0.409091,0.12857142857142856,0.17142857142857143,0.5,0.2
geometric_edge_attention_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_ckpt30,groups_START,0,double_coldsplit,0.7932908535003662,0.5006573796272278,0.0,0.8300165745028701,0.4649530154033433,3,28,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim",0.7940905690193176,0.5041843056678772,0.0,0.8300165745028701,879,153,154,65,0.42207792207792205,3,293,581,400,41.0,25.0,64.0,24.0,0.674935,0.625954,0.2662337662337662,0.16233766233766234,0.4155844155844156,0.15584415584415584
geometric_edge_attention_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_ckpt30,groups_LBP_BPI_CETP,2,double_coldsplit,0.7933973073959351,0.49853432178497314,0.0,0.7724919162526374,0.46902059650483396,2,28,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim",0.7947764992713928,0.49923792481422424,0.0,0.7724919162526374,1164,71,70,23,0.32857142857142857,2,388,509,435,1.0,1.0,46.0,22.0,0.511101,0.08,0.014285714285714285,0.014285714285714285,0.6571428571428571,0.3142857142857143
geometric_edge_attention_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_ckpt30,groups_IP_trans,0,double_coldsplit,0.7937148809432983,0.4956369698047638,0.0,0.6835439049723199,0.3863574674033114,3,29,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim",0.7918747067451477,0.49544763565063477,0.0,0.6835439049723199,1089,71,70,23,0.32857142857142857,3,363,516,435,4.0,8.0,39.0,19.0,0.50185,0.228571,0.05714285714285714,0.11428571428571428,0.5571428571428572,0.2714285714285714
geometric_edge_attention_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_ckpt30,groups_IP_trans,4,double_coldsplit,0.7939918041229248,0.5002725124359131,0.0,0.6835439049723199,0.3863574674033114,3,29,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim",0.793385922908783,0.496542751789093,0.0,0.6835439049723199,1089,71,70,23,0.32857142857142857,3,363,483,435,4.0,6.0,41.0,19.0,0.523127,0.242424,0.05714285714285714,0.08571428571428572,0.5857142857142857,0.2714285714285714
geometric_edge_attention_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_ckpt30,groups_IP_trans,2,double_coldsplit,0.7941288948059082,0.4964599609375,0.0,0.6835439049723199,0.3863574674033114,3,29,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim",0.7959628701210022,0.49922603368759155,0.0,0.6835439049723199,1089,71,70,23,0.32857142857142857,3,363,525,435,19.0,22.0,25.0,4.0,0.679001,0.59375,0.2714285714285714,0.3142857142857143,0.35714285714285715,0.05714285714285714
geometric_edge_attention_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_ckpt30,groups_lipocalin,4,double_coldsplit,0.7944253087043762,0.5030257701873779,0.0,0.6999427425156305,0.39706076051691874,9,21,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim",0.7935843467712402,0.5046306848526001,0.0,0.6839138828866271,981,108,108,36,0.3333333333333333,9,327,427,466,20.0,8.0,64.0,16.0,0.722222,0.625,0.18518518518518517,0.07407407407407407,0.5925925925925926,0.14814814814814814
geometric_edge_attention_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_ckpt30,groups_START,2,double_coldsplit,0.7944257855415344,0.5035157203674316,0.0,0.8300165745028701,0.4649530154033433,3,28,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim",0.7955652475357056,0.5050035119056702,0.0,0.8300165745028701,879,153,154,65,0.42207792207792205,3,293,662,400,10.0,9.0,80.0,55.0,0.526361,0.238095,0.06493506493506493,0.05844155844155844,0.5194805194805194,0.35714285714285715
geometric_edge_attention_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_ckpt30,groups_lipocalin,2,double_coldsplit,0.7954351305961609,0.5058866739273071,0.0,0.6999427425156305,0.39706076051691874,9,21,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim",0.7949511408805847,0.5058279037475586,0.0,0.7330310710745183,981,108,108,36,0.3333333333333333,9,327,445,466,10.0,10.0,62.0,26.0,0.569444,0.357143,0.09259259259259259,0.09259259259259259,0.5740740740740741,0.24074074074074073
geometric_edge_attention_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_ckpt30,groups_lipocalin,3,double_coldsplit,0.7955951690673828,0.49361708760261536,0.0,0.6999427425156305,0.39706076051691874,9,21,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim",0.7989298105239868,0.5097296237945557,0.0,0.7330310710745183,981,108,108,36,0.3333333333333333,9,327,357,466,22.0,29.0,43.0,14.0,0.604167,0.505747,0.2037037037037037,0.26851851851851855,0.39814814814814814,0.12962962962962962
geometric_edge_attention_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_ckpt30,groups_START,4,double_coldsplit,0.7957279682159424,0.5055950880050659,0.0,0.8300165745028701,0.4649530154033433,3,28,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim",0.7934696674346924,0.502459704875946,0.0,0.8300165745028701,879,153,154,65,0.42207792207792205,3,293,593,400,19.0,24.0,65.0,46.0,0.511322,0.351852,0.12337662337662338,0.15584415584415584,0.42207792207792205,0.2987012987012987
geometric_edge_attention_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_ckpt30,groups_lipocalin,0,double_coldsplit,0.796167254447937,0.5073956251144409,0.0,0.7330310710745183,0.42063253155585045,8,21,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim",0.7908207178115845,0.5060223340988159,0.0,0.7183257656619979,981,108,108,36,0.3333333333333333,8,327,574,466,0.0,0.0,72.0,36.0,0.5,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
geometric_edge_attention_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_ckpt30,groups_LBP_BPI_CETP,0,double_coldsplit,0.7967094779014587,0.49652278423309326,0.0,0.7724919162526374,0.46902059650483396,2,28,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim",0.7926602959632874,0.4980211853981018,0.0,0.7724919162526374,1164,71,70,23,0.32857142857142857,2,388,522,435,8.0,4.0,43.0,15.0,0.63136,0.457143,0.11428571428571428,0.05714285714285714,0.6142857142857143,0.21428571428571427
geometric_edge_attention_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_ckpt30,groups_LBP_BPI_CETP,4,double_coldsplit,0.7979721426963806,0.49511483311653137,0.0,0.7724919162526374,0.46902059650483396,2,28,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim",0.7929156422615051,0.4971790015697479,0.0,0.7724919162526374,1164,71,70,23,0.32857142857142857,2,388,497,435,0.0,1.0,46.0,23.0,0.489362,0.0,0.0,0.014285714285714285,0.6571428571428571,0.32857142857142857
geometric_edge_attention_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_ckpt30,groups_scp2,4,double_coldsplit,0.8540821671485901,0.5281709432601929,0.0,0.7245717138591977,0.36613315652531125,3,31,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim",0.8554805517196655,0.5378091931343079,0.0,0.7245717138591977,1395,51,51,17,0.3333333333333333,3,465,110,1070,3.0,6.0,28.0,14.0,0.5,0.230769,0.058823529411764705,0.11764705882352941,0.5490196078431373,0.27450980392156865
geometric_edge_attention_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_ckpt30,groups_scp2,0,double_coldsplit,0.8572316765785217,0.5325114727020264,0.0,0.7245717138591977,0.36613315652531125,3,31,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim",0.8573126792907715,0.5345216393470764,0.0,0.7245717138591977,1395,51,51,17,0.3333333333333333,3,465,101,1070,7.0,15.0,19.0,10.0,0.485294,0.358974,0.13725490196078433,0.29411764705882354,0.37254901960784315,0.19607843137254902
geometric_edge_attention_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_ckpt30,groups_scp2,3,double_coldsplit,0.8578332662582397,0.5348188877105713,0.0,0.7245717138591977,0.36613315652531125,3,31,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim",0.8596835136413574,0.5353410243988037,0.0,0.7245717138591977,1395,51,51,17,0.3333333333333333,3,465,99,1070,5.0,7.0,27.0,12.0,0.544118,0.344828,0.09803921568627451,0.13725490196078433,0.5294117647058824,0.23529411764705882
geometric_edge_attention_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_ckpt30,groups_scp2,1,double_coldsplit,0.8613103628158569,0.534817099571228,0.0,0.7245717138591977,0.36613315652531125,3,31,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim",0.8637935519218445,0.541836678981781,0.0,0.7245717138591977,1395,51,51,17,0.3333333333333333,3,465,123,1070,7.0,8.0,26.0,10.0,0.588235,0.4375,0.13725490196078433,0.1568627450980392,0.5098039215686274,0.19607843137254902
geometric_edge_attention_protgeom_family_neutral_normalized_bilinear_fusion_bilinear_norm_rim_ev28_ckpt30,groups_scp2,2,double_coldsplit,0.8646889328956604,0.5356754660606384,0.0,0.7245717138591977,0.36613315652531125,3,31,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim",0.8491246104240417,0.5337674617767334,0.0,0.7245717138591977,1395,51,51,17,0.3333333333333333,3,465,115,1070,2.0,4.0,30.0,15.0,0.5,0.173913,0.0392156862745098,0.0784313725490196,0.5882352941176471,0.29411764705882354
